slug,path,era,created,shipped_or_last,shipped_flag,status_word,hours,bytes,lines,groups,tasks,files,merges,commits,all_commits,active_hours,work_sessions,mention_commits,pr_merges,pr_files,pr_insertions,pr_deletions,pr_branch_commits,pr_branch_hours,pr_active_hours
workflow-action-engine,.genie/wishes/workflow-action-engine/WISH.md,v4,2026-04-10T12:46:35-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1991.1,17983,381,7,48,14,0,3,3,1.0,2,0,0,0,0,0,0,0.0,0.0
x-tool,.genie/wishes/x-tool/WISH.md,v4,2026-04-10T12:46:35-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1991.1,9800,255,6,46,2,0,4,4,1.5,3,0,0,0,0,0,0,0.0,0.0
perfect-spawn-hierarchy,.genie/wishes/_archive/perfect-spawn-hierarchy/WISH.md,v4,2026-04-10T13:50:32-03:00,2026-07-02T11:52:46-03:00,unshipped,DEFERRED,1990.04,38824,434,8,50,36,2,7,8,2.4,3,4,2,2,846,0,2,0.3,1.0
fix-ghost-approval-p0,.genie/wishes/_archive/fix-ghost-approval-p0/WISH.md,v4,2026-04-10T14:41:52-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1989.18,20115,216,1,24,21,0,5,4,1.5,3,0,0,0,0,0,0,0.0,0.0
velocity-dashboard,.genie/wishes/_archive/velocity-dashboard/WISH.md,v4,2026-04-12T18:23:57+00:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1940.48,13692,273,4,35,13,1,5,5,3.1,3,2,1,26,1462,1804,4,1.2,1.7
brainstorm-links-convention,.genie/wishes/brainstorm-links-convention/WISH.md,v4,2026-04-13T16:34:21+00:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1918.31,24224,372,5,44,21,3,4,7,1.3,2,5,1,30,181,33,2,0.1,0.5
security-key-leak-remediation,.genie/wishes/security-key-leak-remediation/WISH.md,v4,2026-04-14T15:20:27+00:00,2026-04-14T18:41:11+00:00,unshipped,DRAFT,3.35,13397,199,5,8,15,0,2,2,1.0,2,0,0,0,0,0,0,0.0,0.0
genie-serve-structured-observability,.genie/wishes/genie-serve-structured-observability/WISH.md,v4,2026-04-19T20:07:44+00:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1770.75,37707,476,8,71,50,0,2,2,1.0,2,1,0,0,0,0,0,0.0,0.0
wish-command-group-restructure,.genie/wishes/wish-command-group-restructure/WISH.md,v4,2026-04-19T20:42:31+00:00,2026-04-19T20:42:31+00:00,shipped,DONE,0.0,37215,452,5,63,19,0,2,2,1.0,2,0,0,0,0,0,0,0.0,0.0
turn-session-contract,.genie/wishes/turn-session-contract/WISH.md,v4,2026-04-20T00:27:07-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1763.43,35594,572,11,62,29,3,4,9,4.8,4,7,3,49,3902,65,14,11.5,6.1
genie-serve-stability,.genie/wishes/genie-serve-stability/WISH.md,v4,2026-04-20T16:56:13-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1746.94,15908,235,4,31,17,1,2,3,2.2,2,1,1,10,1170,91,2,1.2,0.9
fix-pg-disk-rehydration,.genie/wishes/fix-pg-disk-rehydration/WISH.md,v4,2026-04-21T03:42:41+00:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1739.17,31939,427,8,39,29,1,4,5,1.3,2,2,1,6,747,90,4,0.3,0.7
fix-executor-ghost-on-reinstall,.genie/wishes/fix-executor-ghost-on-reinstall/WISH.md,v4,2026-04-21T04:40:04+00:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1738.21,17937,266,3,25,7,1,2,3,1.1,2,2,1,1,265,0,1,0.1,0.5
fix-emit-queue-flush-on-cli-exit,.genie/wishes/fix-emit-queue-flush-on-cli-exit/WISH.md,v4,2026-04-21T05:11:20+00:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1737.69,9758,147,1,11,4,0,2,2,1.0,2,0,0,0,0,0,0,0.0,0.0
bridge-tmux-session-config,.genie/wishes/bridge-tmux-session-config/WISH.md,v4,2026-04-21T10:17:00+00:00,2026-07-02T11:52:46-03:00,unshipped,APPROVED,1732.6,10871,200,3,25,11,1,2,3,1.4,2,1,1,8,307,2,2,0.4,0.8
team-unpushed-orphaned-worktree,.genie/wishes/team-unpushed-orphaned-worktree/WISH.md,v4,2026-04-21T17:22:15+00:00,2026-04-21T17:22:15+00:00,shipped,DONE,0.0,12908,178,4,11,9,1,4,6,4.9,3,4,1,1,177,0,1,0.1,0.5
claude-resume-by-session-id,.genie/wishes/claude-resume-by-session-id/WISH.md,v4,2026-04-22T01:52:02+00:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1717.01,23776,363,9,38,11,0,3,4,2.0,4,1,0,0,0,0,0,0.0,0.0
pg-test-perf,.genie/wishes/pg-test-perf/WISH.md,v4,2026-04-22T12:05:41-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1703.78,22871,385,9,46,17,2,2,5,2.5,3,4,1,70,2569,478,23,4.3,4.7
agent-row-unification-rejected-2026-04-21,.genie/wishes/_archive/agent-row-unification-rejected-2026-04-21/WISH.md,v4,2026-04-22T15:32:25-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1700.34,30760,450,10,72,18,0,2,2,1.0,2,0,0,0,0,0,0,0.0,0.0
agents-runtime-extraction,.genie/wishes/agents-runtime-extraction/WISH.md,v4,2026-04-22T15:32:25-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1700.34,11029,165,1,19,6,0,2,2,1.0,2,0,0,0,0,0,0,0.0,0.0
test-suite-deflake,.genie/wishes/test-suite-deflake/WISH.md,v4,2026-04-22T15:32:25-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1700.34,14672,236,5,32,7,0,2,2,1.0,2,0,0,0,0,0,0,0.0,0.0
session-sync-durability-guard,.genie/wishes/session-sync-durability-guard/WISH.md,v4,2026-04-22T17:03:58+00:00,2026-04-22T17:03:58+00:00,shipped,COMPLETE,0.0,9527,144,1,13,9,0,2,2,1.0,2,0,0,0,0,0,0,0.0,0.0
genie-supply-chain-signing,.genie/wishes/genie-supply-chain-signing/WISH.md,v4,2026-04-23T21:37:48+00:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1673.25,16640,222,2,32,12,0,7,7,3.0,2,0,0,0,0,0,0,0.0,0.0
sec-incident-runbook,.genie/wishes/sec-incident-runbook/WISH.md,v4,2026-04-23T21:37:48+00:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1673.25,16765,240,2,30,11,0,7,10,3.0,3,6,0,0,0,0,0,0.0,0.0
sec-remediate,.genie/wishes/sec-remediate/WISH.md,v4,2026-04-23T21:37:48+00:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1673.25,20641,257,2,46,17,1,7,11,3.3,3,7,0,0,0,0,0,0.0,0.0
sec-scan-progress,.genie/wishes/sec-scan-progress/WISH.md,v4,2026-04-23T21:37:48+00:00,2026-07-02T11:52:46-03:00,unshipped,APPROVED,1673.25,23182,331,5,59,22,1,4,8,1.7,3,4,0,0,0,0,0,0.0,0.0
sec-scan-temp-hang-hotfix,.genie/wishes/sec-scan-temp-hang-hotfix/WISH.md,v4,2026-04-24T01:29:18+00:00,2026-07-02T11:52:46-03:00,unshipped,APPROVED,1669.39,10039,160,1,18,15,1,3,4,1.5,3,3,1,1,159,0,1,11.1,0.5
sec-scan-av-ui,.genie/wishes/sec-scan-av-ui/WISH.md,v4,2026-04-24T17:20:43+00:00,2026-07-02T11:52:46-03:00,unshipped,APPROVED,1653.53,28666,349,4,44,17,0,13,13,2.5,2,9,0,0,0,0,0,0.0,0.0
sec-signature-registry,.genie/wishes/sec-signature-registry/WISH.md,v4,2026-04-24T17:20:43+00:00,2026-07-02T11:52:46-03:00,unshipped,APPROVED,1653.53,36392,399,2,33,24,0,13,13,2.5,2,9,0,0,0,0,0,0.0,0.0
design-system-severance,.genie/wishes/design-system-severance/WISH.md,v4,2026-04-25T16:05:40+00:00,2026-07-02T11:52:46-03:00,unshipped,APPROVED,1630.79,24128,380,7,43,58,1,9,10,2.5,4,7,1,62,2447,384,6,27.5,3.8
tui-bottom-bar-opentui,.genie/wishes/tui-bottom-bar-opentui/WISH.md,v4,2026-04-25T17:12:22+00:00,2026-04-30T18:08:04-03:00,unshipped,SURFACE,123.93,33353,636,14,58,33,0,4,6,2.1,3,6,0,0,0,0,0,0.0,0.0
invincible-genie,.genie/wishes/invincible-genie/WISH.md,v4,2026-04-26T17:16:00+00:00,2026-07-02T11:52:46-03:00,unshipped,IS,1605.61,38250,388,6,40,28,1,7,16,3.7,2,15,1,62,6951,169,7,2.7,3.0
master-aware-spawn,.genie/wishes/master-aware-spawn/WISH.md,v4,2026-04-26T22:15:37-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1597.62,42236,538,12,59,28,2,5,7,3.0,3,4,2,16,2294,22,8,11.1,2.8
codex-provider-parity,.genie/wishes/codex-provider-parity/WISH.md,v4,2026-04-27T17:22:53-03:00,2026-04-27T17:25:10-03:00,unshipped,DRAFT,0.04,28178,487,12,48,22,0,2,2,0.5,1,0,0,0,0,0,0,0.0,0.0
distribution-exodus,.genie/wishes/distribution-exodus/WISH.md,v4,2026-04-27T18:48:22-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1577.07,43245,473,5,63,47,0,7,7,3.3,4,4,0,0,0,0,0,0.0,0.0
genie-self-update,.genie/wishes/genie-self-update/WISH.md,v4,2026-04-27T18:59:01-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1576.9,33655,383,3,54,39,0,5,5,2.1,2,2,0,0,0,0,0,0.0,0.0
aegis-runtime,.genie/wishes/aegis-runtime/WISH.md,v4,2026-04-27T19:05:04-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1576.8,43923,498,4,61,34,0,7,7,2.0,2,4,0,0,0,0,0,0.0,0.0
aegis-scanner,.genie/wishes/aegis-scanner/WISH.md,v4,2026-04-27T19:10:55-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1576.7,47664,459,4,62,48,0,7,7,1.9,2,4,0,0,0,0,0,0.0,0.0
security-install-download-guard,.genie/wishes/security-install-download-guard/WISH.md,v4,2026-04-27T19:20:34-03:00,2026-04-27T19:20:34-03:00,unshipped,DRAFT,0.0,10756,203,3,27,5,0,1,1,0.5,1,0,0,0,0,0,0,0.0,0.0
tui-sidebar-canonical-visibility,.genie/wishes/tui-sidebar-canonical-visibility/WISH.md,v4,2026-04-28T00:59:09-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1570.89,14055,198,3,29,21,0,3,3,2.6,2,1,0,0,0,0,0,0.0,0.0
fix-wish-task-tree-unification,.genie/wishes/fix-wish-task-tree-unification/WISH.md,v4,2026-04-28T19:29:14-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1552.39,28082,314,6,28,28,0,3,3,1.6,2,0,0,0,0,0,0,0.0,0.0
fix-wish-parser-slug-prefix,.genie/wishes/fix-wish-parser-slug-prefix/WISH.md,v4,2026-04-28T19:59:12-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1551.89,12362,178,1,16,5,1,3,4,2.1,3,1,0,0,0,0,0,0.0,0.0
hookify-perf-foundation,.genie/wishes/hookify-perf-foundation/WISH.md,v4,2026-04-28T20:34:44-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1551.3,20377,261,5,48,20,0,3,6,2.1,2,4,0,0,0,0,0,0.0,0.0
fix-next-tag-commit-pinning,.genie/wishes/fix-next-tag-commit-pinning/WISH.md,v4,2026-04-28T20:59:28-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1550.89,28060,338,2,21,8,1,2,3,1.5,3,1,1,4,637,3,1,13.9,0.5
hookify-third-party-absorption,.genie/wishes/hookify-third-party-absorption/WISH.md,v4,2026-04-28T23:18:30-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1548.57,39282,337,4,74,49,0,4,5,2.8,3,3,0,0,0,0,0,0.0,0.0
smoke-test,.genie/wishes/smoke-test/WISH.md,v4,2026-04-28T23:43:13-03:00,2026-07-02T11:52:46-03:00,unshipped,,1548.16,1808,46,0,4,2,0,3,3,1.7,2,2,0,0,0,0,0,0.0,0.0
canonical-genie-omni-wiring,.genie/wishes/canonical-genie-omni-wiring/WISH.md,v4,2026-04-29T13:44:02-03:00,2026-04-29T14:22:40-03:00,shipped,SHIPPED,0.64,23862,328,7,40,22,0,4,4,1.6,2,1,0,0,0,0,0,0.0,0.0
triage-w3-easy-cli,.genie/wishes/triage-w3-easy-cli/WISH.md,v4,2026-04-29T14:18:55-03:00,2026-04-29T14:18:55-03:00,unshipped,GROUP,0.0,4841,126,3,18,5,0,1,1,0.5,1,0,0,0,0,0,0,0.0,0.0
omni-host-fingerprint-trust,.genie/wishes/omni-host-fingerprint-trust/WISH.md,v4,2026-04-29T14:22:40-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1533.5,16669,330,7,31,16,0,2,2,1.0,2,0,0,0,0,0,0,0.0,0.0
fix-stop-native-teammate,.genie/wishes/fix-stop-native-teammate/WISH.md,v4,2026-04-29T16:32:36-03:00,2026-04-29T16:32:36-03:00,unshipped,DRAFT,0.0,29203,255,3,26,22,0,1,1,0.5,1,1,0,0,0,0,0,0.0,0.0
task-create-wish-flag,.genie/wishes/task-create-wish-flag/WISH.md,v4,2026-04-29T18:00:10-03:00,2026-07-02T11:52:46-03:00,unshipped,IMPLEMENTED,1529.88,4246,65,0,8,4,0,2,2,1.0,2,0,0,0,0,0,0,0.0,0.0
pg-ci-v2-socket-leverage,.genie/wishes/pg-ci-v2-socket-leverage/WISH.md,v4,2026-04-30T01:18:19-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1522.57,17708,242,5,25,13,1,2,3,1.1,2,1,1,4,424,55,1,0.1,0.5
opentui-0.2-deep,.genie/wishes/opentui-0.2-deep.md,v4,2026-04-30T02:00:17-03:00,2026-07-02T11:52:46-03:00,unshipped,IN_PROGRESS,1521.87,6701,155,0,0,33,1,2,1,0.5,1,1,1,13,551,57,8,0.6,1.0
pgserve-host-signed-identity,.genie/wishes/pgserve-host-signed-identity/WISH.md,v4,2026-04-30T02:10:55-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1521.7,28643,351,8,37,33,1,2,3,1.4,2,2,1,1,350,0,1,0.4,0.5
opentui-0.2-deep.status,.genie/wishes/opentui-0.2-deep.status.md,v4,2026-04-30T02:24:28-03:00,2026-07-02T11:52:46-03:00,unshipped,REPORT,1521.47,5925,125,0,0,10,0,2,0,0.0,0,0,0,0,0,0,0,0.0,0.0
fix-genie-work-phantom-dispatch,.genie/wishes/fix-genie-work-phantom-dispatch/WISH.md,v4,2026-04-30T19:55:51-03:00,2026-07-02T11:52:46-03:00,unshipped,IMPLEMENTED,1503.95,12777,183,3,21,10,1,2,3,1.1,2,1,1,6,406,8,1,0.1,0.5
fix-spawn-pipeline-silent-fail,.genie/wishes/fix-spawn-pipeline-silent-fail/WISH.md,v4,2026-04-30T20:27:02-03:00,2026-07-02T11:52:46-03:00,unshipped,IMPLEMENTED,1503.43,12685,182,3,20,2,1,2,3,1.1,2,1,1,4,480,6,1,0.1,0.5
triage-w3-cleanup,.genie/wishes/triage-w3-cleanup/WISH.md,v4,2026-04-30T20:52:23-03:00,2026-04-30T20:57:33-03:00,unshipped,DRAFT,0.09,30860,519,11,50,20,0,2,4,1.1,1,4,0,0,0,0,0,0.0,0.0
omni-activity-heartbeat,.genie/wishes/omni-activity-heartbeat/WISH.md,v4,2026-05-01T14:33:25-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1485.32,17275,252,4,31,11,0,3,4,1.3,2,1,0,0,0,0,0,0.0,0.0
agent-observability-snapshot,.genie/wishes/agent-observability-snapshot/WISH.md,v4,2026-05-01T15:23:31-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1484.49,7370,209,4,23,2,1,2,5,2.6,4,1,1,15,2004,12,6,13.9,1.5
complexity-budget-simplification,.genie/wishes/complexity-budget-simplification/WISH.md,v4,2026-05-01T15:23:31-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1484.49,11289,236,4,29,7,1,2,5,1.9,3,1,1,14,747,13,4,0.4,0.7
fix-agent-session-linkage,.genie/wishes/fix-agent-session-linkage/WISH.md,v4,2026-05-01T15:23:31-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1484.49,8341,208,4,24,2,1,2,8,4.1,3,1,1,9,1462,10,5,2.6,1.7
genie-command-telemetry-boundary,.genie/wishes/genie-command-telemetry-boundary/WISH.md,v4,2026-05-01T15:23:31-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1484.49,7461,213,4,22,2,0,2,2,1.0,2,0,0,0,0,0,0,0.0,0.0
observability-signal-normalization,.genie/wishes/observability-signal-normalization/WISH.md,v4,2026-05-01T15:23:31-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1484.49,7931,207,4,22,1,1,2,5,2.2,4,1,1,17,1290,139,4,7.8,1.6
genie-host-migrations,.genie/wishes/genie-host-migrations/WISH.md,v4,2026-05-03T14:36:44-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1437.27,16060,203,3,30,20,1,3,4,2.3,2,1,1,16,1063,2,1,1.3,0.5
retire-session-names-id-only,.genie/wishes/retire-session-names-id-only/WISH.md,v4,2026-05-03T15:38:19-03:00,2026-05-03T15:38:19-03:00,unshipped,DRAFT,0.0,35481,441,10,53,35,0,1,1,0.5,1,0,0,0,0,0,0,0.0,0.0
agent-yaml-permissions-wireup,.genie/wishes/agent-yaml-permissions-wireup/WISH.md,v4,2026-05-03T17:39:29-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1434.22,19943,385,8,45,25,0,4,4,1.7,2,1,0,0,0,0,0,0.0,0.0
opentui-shell-takeover,.genie/wishes/opentui-shell-takeover/WISH.md,v4,2026-05-04T11:06:24-03:00,2026-05-04T11:14:50-03:00,unshipped,DRAFT,0.14,48913,516,4,69,47,0,2,2,0.6,1,1,0,0,0,0,0,0.0,0.0
v5-major-cutover-handoff,.genie/wishes/v5-major-cutover-handoff/WISH.md,v4,2026-05-04T16:58:23-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1410.91,24132,273,4,33,20,1,2,3,1.4,2,1,1,5,757,3,1,0.4,0.5
update-unify-stages,.genie/wishes/update-unify-stages/WISH.md,v4,2026-05-04T17:55:29-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1409.95,26091,379,5,50,12,1,2,4,1.6,3,2,1,2,634,0,1,0.1,0.5
output-primitives-unified,.genie/wishes/output-primitives-unified/WISH.md,v4,2026-05-04T18:10:14-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1409.71,22362,376,12,51,25,1,2,3,1.5,3,2,1,2,657,0,1,13.0,0.5
dep-hygiene-and-resilience,.genie/wishes/dep-hygiene-and-resilience/WISH.md,v4,2026-05-05T13:30:18-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1390.37,40980,534,8,57,46,1,2,5,1.4,2,1,1,10,998,6,4,0.4,0.8
pgserve-singleton-no-proxy,.genie/wishes/pgserve-singleton-no-proxy/WISH.md,v4,2026-05-06T12:26:50-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1367.43,27069,459,14,64,28,1,3,4,1.8,2,3,1,2,785,0,1,0.7,0.5
cli-noise-and-hygiene-cleanup,.genie/wishes/cli-noise-and-hygiene-cleanup/WISH.md,v4,2026-05-07T01:03:34-03:00,2026-07-02T11:52:46-03:00,unshipped,PR-A,1354.82,44446,587,10,56,32,0,3,3,1.5,3,2,0,0,0,0,0,0.0,0.0
agent-spawn-ownership-wireup,.genie/wishes/agent-spawn-ownership-wireup/WISH.md,v4,2026-05-08T04:24:11-03:00,2026-05-08T04:24:11-03:00,unshipped,DRAFT,0.0,14444,205,2,22,15,0,1,2,0.7,1,2,0,0,0,0,0,0.0,0.0
tui-native-selection,.genie/wishes/tui-native-selection/WISH.md,v4,2026-05-09T17:01:26-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1290.86,28309,310,4,42,32,2,5,7,4.0,3,5,2,20,1557,228,5,2.5,3.5
spawn-compounding-defects,.genie/wishes/spawn-compounding-defects/WISH.md,v4,2026-05-09T19:39:49-03:00,2026-07-02T11:52:46-03:00,unshipped,IMPLEMENTED,1288.22,25315,248,3,33,27,1,2,4,2.0,3,2,1,15,2571,74,5,18.0,1.5
tui-native-selection-followups,.genie/wishes/tui-native-selection-followups/WISH.md,v4,2026-05-09T20:47:03-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1287.1,13634,182,2,23,9,1,2,3,2.6,2,1,1,4,222,12,1,1.6,0.5
release-pipeline-collapse,.genie/wishes/release-pipeline-collapse/WISH.md,v4,2026-05-10T11:36:09-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1272.28,50951,573,7,72,18,2,7,13,5.6,4,3,2,19,1008,485,17,9.7,5.0
tui-opentui-host,.genie/wishes/tui-opentui-host/WISH.md,v4,2026-05-10T21:31:35-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1262.35,34021,417,6,52,51,1,6,7,2.8,4,3,1,25,3595,13,10,45.8,4.6
release-channel-dev,.genie/wishes/release-channel-dev/WISH.md,v4,2026-05-11T18:51:38-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1241.02,20441,234,4,35,16,1,2,3,1.3,2,1,1,9,545,52,2,0.3,0.8
canonical-pg-relocation,.genie/wishes/canonical-pg-relocation/WISH.md,v4,2026-05-15T14:42:34-03:00,2026-07-02T11:52:46-03:00,unshipped,DEFERRED,1149.17,6860,50,0,0,2,1,3,5,3.3,4,4,1,2,102,0,3,10.5,2.3
genie-dedicated-role-cutover,.genie/wishes/genie-dedicated-role-cutover/WISH.md,v4,2026-05-15T18:06:23-03:00,2026-07-02T11:52:46-03:00,unshipped,DRAFT,1145.77,19744,170,5,0,15,1,3,5,3.1,4,4,1,6,1854,10,3,7.1,1.6
taxonomy-rehoming,.genie/wishes/archive/taxonomy-rehoming/WISH.md,v4,2026-07-02T12:55:26-03:00,2026-07-02T12:55:26-03:00,shipped,DONE,0.0,10976,135,2,12,29,0,7,5,2.4,3,2,0,0,0,0,0,0.0,0.0
v5-demolition,.genie/wishes/archive/v5-demolition/WISH.md,v4,2026-07-02T13:36:13-03:00,2026-07-02T13:36:13-03:00,shipped,DONE,0.0,18487,259,6,24,44,0,5,5,2.5,5,2,0,0,0,0,0,0.0,0.0
v5-foundation,.genie/wishes/archive/v5-foundation/WISH.md,v4,2026-07-02T13:36:13-03:00,2026-07-02T13:36:13-03:00,shipped,DONE,0.0,15007,207,4,22,27,0,5,5,3.3,4,2,0,0,0,0,0,0.0,0.0
v5-housekeeping,.genie/wishes/archive/v5-housekeeping/WISH.md,v4,2026-07-02T13:36:13-03:00,2026-07-02T13:36:13-03:00,shipped,DONE,0.0,11612,164,3,13,16,0,5,4,2.0,4,1,0,0,0,0,0,0.0,0.0
warp-integration,.genie/wishes/archive/warp-integration/WISH.md,v4,2026-07-02T14:09:36-03:00,2026-07-02T16:29:32-03:00,shipped,DONE,2.33,17527,193,4,19,21,1,8,7,4.3,3,2,1,14,2220,84,4,1.3,1.6
omni-runner-port,.genie/wishes/archive/omni-runner-port/WISH.md,v4,2026-07-02T17:10:44-03:00,2026-07-02T20:05:52-03:00,shipped,DONE,2.92,25494,239,6,20,34,1,9,8,4.5,3,2,1,34,4584,215,4,2.4,2.7
dispatch-inproc-default,.genie/wishes/archive/dispatch-inproc-default/WISH.md,v4,2026-07-02T18:49:07-03:00,2026-07-02T19:26:13-03:00,shipped,DONE,0.62,13195,136,2,13,10,1,8,7,2.3,3,2,1,13,311,752,2,0.4,0.7
v5-completion,.genie/wishes/archive/v5-completion/WISH.md,v4,2026-07-02T20:27:54-03:00,2026-07-02T20:45:45-03:00,shipped,DONE,0.3,19704,168,3,16,16,1,8,7,2.0,3,2,1,11,497,133,4,0.2,0.7
genie-mcp,.genie/wishes/archive/genie-mcp/WISH.md,v5,2026-07-03T00:42:28-03:00,2026-07-03T01:09:05-03:00,shipped,DONE,0.44,11457,158,3,13,16,1,8,8,2.0,3,4,1,13,1445,18,3,0.3,0.8
omni-approval-ux,.genie/wishes/archive/omni-approval-ux/WISH.md,v5,2026-07-03T00:53:18-03:00,2026-07-03T03:21:13-03:00,shipped,DONE,2.47,15457,149,3,14,3,1,11,10,4.6,3,5,1,14,1568,167,5,1.9,1.8
hermes-khaw-native-surface,.genie/wishes/archive/hermes-khaw-native-surface/WISH.md,v5,2026-07-04T18:12:12-03:00,2026-07-05T00:26:59-03:00,shipped,DONE,6.25,27847,329,5,32,43,1,6,5,3.1,4,3,1,29,2674,0,4,1.1,1.3
skills-fable5-revamp,.genie/wishes/archive/skills-fable5-revamp/WISH.md,v5,2026-07-04T18:50:19-03:00,2026-07-10T04:18:54-03:00,shipped,EXECUTED,129.48,35669,397,8,40,45,1,11,11,3.8,5,3,1,41,3479,3569,8,1.3,1.8
rolling-pr-auth-hardening,.genie/wishes/archive/rolling-pr-auth-hardening/WISH.md,v5,2026-07-05T01:44:48-03:00,2026-07-10T04:18:54-03:00,shipped,DONE,122.57,6386,104,1,9,6,1,7,6,2.0,4,1,1,2,140,13,1,0.0,0.5
v4-home-residue-doctor,.genie/wishes/v4-home-residue-doctor/WISH.md,v5,2026-07-05T03:38:12-03:00,2026-07-26T20:46:18-03:00,unshipped,DRAFT,521.13,7392,123,1,8,11,1,3,4,1.5,3,1,1,9,884,34,1,0.0,0.5
plugin-resource-shipping,.genie/wishes/archive/plugin-resource-shipping/WISH.md,v5,2026-07-09T18:49:41-03:00,2026-07-26T20:42:07-03:00,shipped,EXECUTED,409.87,16582,210,3,17,19,1,10,12,3.6,7,5,1,12,518,20,4,0.3,0.8
routing-matrix,.genie/wishes/archive/routing-matrix/WISH.md,v5,2026-07-09T18:49:41-03:00,2026-07-09T18:50:08-03:00,shipped,EXECUTED,0.01,17951,253,4,22,21,1,9,10,3.6,7,2,1,39,2300,58,2,0.1,0.5
council-workflow,.genie/wishes/archive/council-workflow/WISH.md,v5,2026-07-09T20:18:19-03:00,2026-07-10T04:18:54-03:00,shipped,EXECUTED,8.01,18692,187,5,23,28,1,12,14,10.0,4,7,1,41,2254,241,7,4.9,5.4
hook-injection-hardening,.genie/wishes/archive/hook-injection-hardening/WISH.md,v5,2026-07-10T01:11:39-03:00,2026-07-10T01:11:39-03:00,shipped,SHIPPED,0.0,12161,147,2,15,9,1,6,5,2.5,5,1,1,5,123,21,1,0.7,0.5
agent-sync,.genie/wishes/archive/agent-sync/WISH.md,v5,2026-07-10T01:29:03-03:00,2026-07-10T03:41:39-03:00,shipped,EXECUTED,2.21,14207,142,3,15,37,9,10,88,27.9,22,83,8,52,4092,773,20,2.3,7.5
agent-sync-hardening,.genie/wishes/archive/agent-sync-hardening/WISH.md,v5,2026-07-10T16:45:27-03:00,2026-07-27T01:16:49-03:00,shipped,DONE,392.52,14817,112,0,8,40,0,13,11,4.7,7,0,0,0,0,0,0,0.0,0.0
pr-2545-ultra-release-gate,.genie/wishes/archive/pr-2545-ultra-release-gate/WISH.md,v5,2026-07-11T09:36:09-03:00,2026-07-24T16:38:17-03:00,shipped,DONE,319.04,34033,412,7,40,56,0,13,12,5.2,9,1,0,0,0,0,0,0.0,0.0
